list_name,term,provider,status,notes
capital_equipment_cues,tolerance testing,reference_compliance,active,Capital-equipment anomaly cue
capital_equipment_cues,\bused\b.*\bmachine\b,reference_compliance,active,Capital-equipment anomaly cue
capital_equipment_cues,skin treatment,reference_compliance,active,Capital-equipment anomaly cue
capital_equipment_cues,workstation,reference_compliance,active,Capital-equipment anomaly cue
capital_equipment_cues,\bconsole\b,reference_compliance,active,Capital-equipment anomaly cue
surgical_candidate_terms,suture,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,stapler,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,staple,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,trocar,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,cannula,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,catheter,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,stent,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,\bmesh\b,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,scalpel,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,forceps,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,laparoscop,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,arthroscop,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,endoscop,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,electrosurg,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,cauter,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,diathermy,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,ligat,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,clip applier,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,guidewire,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,guide wire,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,bone screw,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,bone plate,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,intramedullary,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,orthopaedic,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,orthopedic,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,\bimplant,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,prosthes,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,knee,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,\bhip\b,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,spinal,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,pedicle,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,vascular graft,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,heart valve,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,annuloplasty,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,oxygenator,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,hernia,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,haemostat,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,hemostat,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,gauze,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,drape,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,retractor,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,osteotomy,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,burr,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,\bdrill\b,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,\bsaw\b,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,kirschner,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,external fixat,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,anchor,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,shaver,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,ablation,reference_compliance,active,Recall audit surgical candidate cue
surgical_candidate_terms,balloon,reference_compliance,active,Recall audit surgical candidate cue
